,claim,label
4507,Maine senator backs push for better public health data.,0
9145,New cancer drug can prevent reactions to common airborne allergens,1
6365,Health officials warn restaurant customers about Hep A case.,0
2056,New monkey found in Myanmar near China dam project.,0
36061,"""There is credible evidence of """"a false flag attack"""" planned for Seattle on November 3 2019.""",1
9812,Hot flash remedies: Estrogen may be the best answer,2
37701,"""Comedian Patton Oswalt tweeted """"I am a proud pedophile,"""" a tweet which resurfaced in 2020.""",2
38806, Reports have gone viral that 23 seniors died after receiving flu shots sold at pharmacies. ,1
14864,More black babies are aborted in NYC than born.,0
2751,Given Imaging gets FDA clearance for colon camera pill.,0
31719,"""A gruesome photograph of a shredded hand depicts a """"new punishment for reading the Bible"""" in Saudi Arabia.""",1
2488,"Michelle Obama, Laura Bush spotlight Africa women's health.",0
33529,The Talking Angela app unsafely prompts children to provide personal information about themselves.,1
8714,"Some plateauing of London coronavirus outbreak, UK says.",0
7068,"‘Mom’ star Janney visits, donates to Planned Parenthood.",0
9655,"Many women could benefit from earlier mammograms, analysis finds",1
28047,"""Justin Schneider was """"given no jail time,"""" despite having strangled and assaulted a hitchhiker in Anchorage, Alaska, in 2017.""",0
4883,Veteran Affairs head discusses mental health aid in NC visit.,0
41673,Scotland’s drug-related death rate is the highest in the EU.,0
8084,'Delivering coffins non-stop': coronavirus stalks a Paris nursing home.,0
41847,"""Christine Blasey Ford testified that she had “one beer, that’s the only thing I remember"""" about what happened on the night that she was allegedly sexually assaulted.""",1
26175,“No tear gas was used and no rubber bullets were used.”,1
11443,Vitamins get ‘F’ in cancer prevention,0
6697,Documents: $6 million to Armstrong family in wrongful death.,0
37938,Mail-in voters in the United States can send their ballots with first-class postage to ensure that it is delivered on time before the November 3 2020 election.,0
32091,"""Consumers should be aware of plastic rice from China that is difficult to discern from """"real rice.""",1
10495,One antidepressant shown to control weight during 2-year study,0
30346,A Zimbabwean inventor named Sangulani Maxwell Chikumbutso invented an electric car that requires no charging.,1
27509,"A man in Stockholm, Sweden died from a fat embolism after undergoing penis enlargement surgery.",0
38385," The Crusades Have Finally Started Again, a forwarded email and forum post making the rounds online since 2016, makes a number of claims about foreign countries cracking down on Muslims and urges similar steps in the United States. ",2
33704,Using gasoline is a recommended treatment for getting rid of head and body lice.,1
1513,"As temperatures soar, desperate Gazans try any means to beat heat.",0
10598,Lymph Node Study Shakes Pillar of Breast Cancer Care,0
11268,New “morning-after” pill effective and safe: FDA staff,2
11373,Drug also halts HIV in straight couples,2
1706,French parliament debates 'deep sleep' bill for end of life.,0
8113,South Africa braces for lockdown as coronavirus cases spike to 554.,0
25643,Nick Freitas “supports a plan letting insurance companies deny coverage for preexisting conditions like asthma or diabetes.”,0
4093,"20 years later, Libby’s asbestos fight goes on.",0
36523,A Chicago man lost his penis after developing frostbite during the 2019 Polar Vortex.,1
10500,High-Precision Proton Therapy More Effective in Treating Certain Cancers When Combined with Thermal Therapy,1
8267,London can host 2020 Games if moved over coronavirus - mayor candidate.,0
26585,"Duey Stroebel Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore.",2
36148,"""A meme claiming that popular animated series """"The Simpsons"""" predicted Greta Thunberg includes authentic and unaltered imagery from from the show, with Lisa Simpson glaring at Donald Trump.""",1
11022,Cervical cancer breakthrough,2
27559,The term '420' entered drug parlance as a term signifying the time to light up a joint.,0
8785,Gene raises risk of lifetime smoking habit: study.,0
13956,"Thanks to (North Carolina’s) governor and the legislature, the average teacher salary can barely support a family.",1
18489,"""Clean Water Portland Says """"If you compare the Portland Metro area to the CDC’s statewide cavity rates ... the Portland Metro area would actually rank as having the 15th lowest cavity rate in the U.S.""",1
22608,"""The federal health care law is """"probably the biggest tax increase ever in the history of our country.""",1
40776,There’s been an increase in the number of EU staff in the NHS since the referendum.,0
2106,Green is the new organic in wines.,0
9224,Dabigatran superior to warfarin when anticoagulation is resumed after bleeding,1
5757,"Hawaii lava boat tours continue after explosion, injuries.",0
652,Science of far-away planets and infant universe wins Nobel prize.,0
334,California jury hits Bayer with $2 billion award in Roundup cancer trial.,0
11376,Drug May Reduce Plaque in Brains of Alzheimer’s Patients,0
9668,No-Drill Dentistry: Fluoride Treatments Can Prevent Cavities In Adults,0
17780,"Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, it's closer to 26 percent.",1
10140,Statin drugs may lower colon cancer risk: study,1
26288,Anthony Fauci was on the Clinton Foundation board for 20 years and “currently serves on Gates Foundation.”,1
6156,Trump EPA nominee opposed by GOP senators from NC.,0
35526,"In June 2020, the Michigan House of Representatives passed legislation that would allow employers to microchip workers on a voluntary basis.",1
16841,An average of nine children a day in the U.S. die of gunshot wounds.,1
2979,CES tech show: Say no to junk food; machines make cocktails.,0
8242,Airbnb hosts to provide free rooms for British health workers.,0
3979,New case of mild bird flu found in Minnesota turkey flock.,0
10210,Device for irregular heartbeat may be more cost-effective than medication,1
922,Ebola spread to east Congo's Goma massively raises risk - U.N.,0
18495,"""The Manchin-Toomey amendment """"would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members"""" to get government approval.""",1
7262,"Meharry, Morehouse partner with the University of Zambia.",0
8891,Stryker launches partial knee resurfacing systems.,0
8086,Palestinians report first death from coronavirus.,0
19581,"""Barack Obama Says that as Massachusetts governor, Mitt Romney """"condemned coal-fired plants, saying they kill people.""",0
9549,How Omega 3 Fats May Improve Fertility,1
1645,One in four dogs at top show Crufts found to be overweight.,0
41648,103 NHS walk-in centres have closed or been downgraded since 2010.,3
33471,The Gardasil HPV vaccine has been proved to have caused the deaths of 32 women.,1
17701,"In July 2010 the government said small businesses -- 60 percent -- will lose their health care, 45 percent of big business and a large percentage of individual health.",1
9283,Anti-rejection medications for transplant recipients protect against Alzheimer's disease,2
37842,"""In May 2020, scientists found evidence a parallel universe exists, and in it, """"time runs backward.""",1
26231,The flu didn't kill any Americans this year.,1
31034,A major Hepatitis A outbreak in San Diego has been pinned on undocumented immigrants there.,1
176,"Hurricane Dorian swirls toward anxious Florida, packing 140-mph winds.",0
8512,Singapore confirms 386 more cases of coronavirus in biggest daily jump.,0
11898,"In 2010, 48,000 felons and fugitives lied and illegally tried to purchase guns. They [The Obama administration] prosecuted only 44 of them.",0
33843,Designer Tommy Hilfiger stated that blacks and Asians shouldn't wear his clothes.,1
7646,"Roche takes on Loxo, Bayer in gene-defined cancer class.",0
15430,"""Florida Democratic Party Says Jeb Bush """"oversaw (an) average in-state tuition increase of 48.2 percent during his tenure.""",0
40540, A new law in Illinois makes it illegal for people to record all interactions with police officers.   ,1
405,GM halts operations at 11 Michigan plants after utility's urgent appeal.,0
7326,Virus raises specter of gravest attacks in modern US times.,0
15659,"""There's no statistical evidence that"""" a waiting period for handgun purchases """"reduces violence whatsoever.""",0
